LogisticRegression,SVC,LinearSVC,NuSVC,MultinomialNB,BernoulliNB
0.856815578465063,0.849942726231386,0.861397479954181,0.8396334478808706,0.8648339060710195,0.8625429553264605
0.8396334478808706,0.8224513172966781,0.8442153493699885,0.8201603665521191,0.8510882016036655,0.8487972508591065
0.8797250859106529,0.8648339060710195,0.8831615120274914,0.8579610538373424,0.8808705612829324,0.8774341351660939
0.8717067583046965,0.8671248568155785,0.8808705612829324,0.843069873997709,0.870561282932417,0.872852233676976
0.847651775486827,0.8327605956471936,0.856815578465063,0.8293241695303551,0.8648339060710195,0.861397479954181
0.8350515463917526,0.8201603665521191,0.8487972508591065,0.8167239404352806,0.8487972508591065,0.8487972508591065
0.854524627720504,0.847651775486827,0.8579610538373424,0.8304696449026346,0.8648339060710195,0.86368843069874
0.8625429553264605,0.8591065292096219,0.870561282932417,0.8465063001145475,0.86368843069874,0.8591065292096219
0.8625429553264605,0.8602520045819015,0.8694158075601375,0.8487972508591065,0.872852233676976,0.8694158075601375
0.8591065292096219,0.8591065292096219,0.8648339060710195,0.852233676975945,0.8785796105383734,0.8751431844215349
0.8602520045819015,0.8533791523482245,0.8762886597938144,0.8419243986254296,0.865979381443299,0.8671248568155785
0.8911798396334479,0.8923253150057274,0.8980526918671249,0.8774341351660939,0.8957617411225659,0.8923253150057274
0.868270332187858,0.8591065292096219,0.8762886597938144,0.8487972508591065,0.8602520045819015,0.8579610538373424
0.8591065292096219,0.845360824742268,0.8648339060710195,0.8396334478808706,0.8625429553264605,0.861397479954181
0.8808705612829324,0.865979381443299,0.8888888888888888,0.8625429553264605,0.8877434135166093,0.8900343642611683
0.8762886597938144,0.8671248568155785,0.8808705612829324,0.8625429553264605,0.8808705612829324,0.8774341351660939
0.8751431844215349,0.865979381443299,0.8888888888888888,0.86368843069874,0.8797250859106529,0.8762886597938144
0.8694158075601375,0.86368843069874,0.870561282932417,0.861397479954181,0.8694158075601375,0.868270332187858
0.8739977090492554,0.8751431844215349,0.8877434135166093,0.868270332187858,0.8820160366552119,0.8808705612829324
0.8487972508591065,0.8396334478808706,0.847651775486827,0.8350515463917526,0.849942726231386,0.8487972508591065
0.8465063001145475,0.8384879725085911,0.8533791523482245,0.8293241695303551,0.8602520045819015,0.861397479954181
0.868270332187858,0.8579610538373424,0.8739977090492554,0.856815578465063,0.8739977090492554,0.8774341351660939
0.8602520045819015,0.8625429553264605,0.8774341351660939,0.852233676975945,0.8785796105383734,0.8751431844215349
0.861397479954181,0.856815578465063,0.8648339060710195,0.845360824742268,0.865979381443299,0.8671248568155785
0.8785796105383734,0.8694158075601375,0.8865979381443299,0.856815578465063,0.8946162657502864,0.8946162657502864
0.856815578465063,0.868270332187858,0.861397479954181,0.856815578465063,0.86368843069874,0.8625429553264605
0.8888888888888888,0.8820160366552119,0.8911798396334479,0.8751431844215349,0.8854524627720504,0.8843069873997709
0.86368843069874,0.854524627720504,0.8717067583046965,0.8419243986254296,0.865979381443299,0.86368843069874
0.870561282932417,0.872852233676976,0.8888888888888888,0.8694158075601375,0.8774341351660939,0.8808705612829324
0.868270332187858,0.856815578465063,0.8717067583046965,0.847651775486827,0.8865979381443299,0.8751431844215349
0.8774341351660939,0.8671248568155785,0.8865979381443299,0.8602520045819015,0.8831615120274914,0.8831615120274914
0.872852233676976,0.8591065292096219,0.8739977090492554,0.852233676975945,0.8762886597938144,0.8751431844215349
0.868270332187858,0.8602520045819015,0.870561282932417,0.852233676975945,0.8751431844215349,0.8751431844215349
0.8865979381443299,0.870561282932417,0.8923253150057274,0.8419243986254296,0.868270332187858,0.865979381443299
0.8739977090492554,0.8751431844215349,0.8751431844215349,0.8671248568155785,0.8762886597938144,0.8785796105383734
0.8533791523482245,0.8591065292096219,0.865979381443299,0.8487972508591065,0.861397479954181,0.8579610538373424
0.8510882016036655,0.8419243986254296,0.856815578465063,0.8339060710194731,0.8625429553264605,0.8602520045819015
0.865979381443299,0.8510882016036655,0.8762886597938144,0.8419243986254296,0.872852233676976,0.870561282932417
0.8396334478808706,0.8304696449026346,0.8465063001145475,0.8258877434135166,0.8487972508591065,0.845360824742268
0.849942726231386,0.843069873997709,0.8579610538373424,0.8419243986254296,0.8510882016036655,0.8465063001145475
0.8602520045819015,0.8533791523482245,0.86368843069874,0.8419243986254296,0.8671248568155785,0.8694158075601375
0.868270332187858,0.8694158075601375,0.8717067583046965,0.8465063001145475,0.8785796105383734,0.872852233676976
0.870561282932417,0.8556701030927835,0.8831615120274914,0.8487972508591065,0.8762886597938144,0.8774341351660939
0.8556701030927835,0.8327605956471936,0.8591065292096219,0.8258877434135166,0.8533791523482245,0.849942726231386
0.8694158075601375,0.847651775486827,0.8774341351660939,0.8293241695303551,0.8843069873997709,0.8808705612829324
0.865979381443299,0.868270332187858,0.8694158075601375,0.8591065292096219,0.8762886597938144,0.8751431844215349
0.8717067583046965,0.856815578465063,0.8774341351660939,0.8419243986254296,0.865979381443299,0.8671248568155785
0.8625429553264605,0.8510882016036655,0.865979381443299,0.8419243986254296,0.86368843069874,0.861397479954181
0.870561282932417,0.8591065292096219,0.8739977090492554,0.847651775486827,0.8739977090492554,0.872852233676976
0.8591065292096219,0.856815578465063,0.8751431844215349,0.8419243986254296,0.868270332187858,0.865979381443299
0.8739977090492554,0.868270332187858,0.8820160366552119,0.8579610538373424,0.8797250859106529,0.8785796105383734
0.872852233676976,0.8648339060710195,0.872852233676976,0.852233676975945,0.872852233676976,0.8717067583046965
0.861397479954181,0.852233676975945,0.86368843069874,0.8465063001145475,0.868270332187858,0.8694158075601375
0.8854524627720504,0.8602520045819015,0.8843069873997709,0.854524627720504,0.8820160366552119,0.8820160366552119
0.8785796105383734,0.8774341351660939,0.8808705612829324,0.868270332187858,0.8843069873997709,0.8854524627720504
0.8751431844215349,0.86368843069874,0.8843069873997709,0.8591065292096219,0.8923253150057274,0.8865979381443299
0.8694158075601375,0.8591065292096219,0.8831615120274914,0.849942726231386,0.8739977090492554,0.8751431844215349
0.865979381443299,0.861397479954181,0.8751431844215349,0.856815578465063,0.8831615120274914,0.8865979381443299
0.86368843069874,0.856815578465063,0.872852233676976,0.856815578465063,0.870561282932417,0.8648339060710195
0.8625429553264605,0.8465063001145475,0.8671248568155785,0.8327605956471936,0.8751431844215349,0.870561282932417
0.865979381443299,0.8465063001145475,0.8739977090492554,0.8339060710194731,0.8739977090492554,0.8717067583046965
0.8762886597938144,0.865979381443299,0.8820160366552119,0.854524627720504,0.8808705612829324,0.8820160366552119
0.870561282932417,0.86368843069874,0.8843069873997709,0.8579610538373424,0.8751431844215349,0.8694158075601375
0.8533791523482245,0.852233676975945,0.868270332187858,0.849942726231386,0.872852233676976,0.8717067583046965
0.8808705612829324,0.8774341351660939,0.8923253150057274,0.8717067583046965,0.8888888888888888,0.8831615120274914
0.8602520045819015,0.8465063001145475,0.8739977090492554,0.8373424971363116,0.8739977090492554,0.8717067583046965
0.8602520045819015,0.8533791523482245,0.8591065292096219,0.8487972508591065,0.868270332187858,0.8671248568155785
0.8671248568155785,0.868270332187858,0.8785796105383734,0.856815578465063,0.8717067583046965,0.8694158075601375
0.8946162657502864,0.8762886597938144,0.8934707903780069,0.8739977090492554,0.8923253150057274,0.8923253150057274
0.8533791523482245,0.8465063001145475,0.8671248568155785,0.8373424971363116,0.861397479954181,0.861397479954181
0.8877434135166093,0.8751431844215349,0.8865979381443299,0.8671248568155785,0.8900343642611683,0.8900343642611683
0.8591065292096219,0.845360824742268,0.8648339060710195,0.8384879725085911,0.870561282932417,0.8671248568155785
0.8751431844215349,0.865979381443299,0.8843069873997709,0.8556701030927835,0.8854524627720504,0.8797250859106529
0.86368843069874,0.8602520045819015,0.8671248568155785,0.8487972508591065,0.8751431844215349,0.8751431844215349
0.8717067583046965,0.8625429553264605,0.8785796105383734,0.852233676975945,0.8774341351660939,0.8739977090492554
0.8579610538373424,0.861397479954181,0.8717067583046965,0.8442153493699885,0.8625429553264605,0.8602520045819015
0.8602520045819015,0.856815578465063,0.8625429553264605,0.8487972508591065,0.86368843069874,0.868270332187858
0.8694158075601375,0.8625429553264605,0.8774341351660939,0.843069873997709,0.8762886597938144,0.8762886597938144
0.8854524627720504,0.8797250859106529,0.8843069873997709,0.8648339060710195,0.8865979381443299,0.8865979381443299
0.8442153493699885,0.845360824742268,0.86368843069874,0.8339060710194731,0.8602520045819015,0.8602520045819015
0.8717067583046965,0.865979381443299,0.8820160366552119,0.854524627720504,0.870561282932417,0.870561282932417
0.8774341351660939,0.865979381443299,0.8717067583046965,0.852233676975945,0.8797250859106529,0.8797250859106529
0.8579610538373424,0.854524627720504,0.8717067583046965,0.8350515463917526,0.8739977090492554,0.868270332187858
0.870561282932417,0.8579610538373424,0.8751431844215349,0.845360824742268,0.8831615120274914,0.8785796105383734
0.8671248568155785,0.865979381443299,0.8739977090492554,0.856815578465063,0.8774341351660939,0.8671248568155785
0.870561282932417,0.856815578465063,0.8785796105383734,0.845360824742268,0.870561282932417,0.8717067583046965
0.868270332187858,0.8556701030927835,0.8774341351660939,0.854524627720504,0.8717067583046965,0.8694158075601375
0.870561282932417,0.870561282932417,0.8820160366552119,0.861397479954181,0.8831615120274914,0.8808705612829324
0.8774341351660939,0.8717067583046965,0.8900343642611683,0.861397479954181,0.8865979381443299,0.8843069873997709
0.8820160366552119,0.8739977090492554,0.8923253150057274,0.868270332187858,0.8854524627720504,0.8888888888888888
0.870561282932417,0.8579610538373424,0.8831615120274914,0.849942726231386,0.8785796105383734,0.8762886597938144
0.8556701030927835,0.8533791523482245,0.8602520045819015,0.8384879725085911,0.8625429553264605,0.8602520045819015
0.870561282932417,0.86368843069874,0.8774341351660939,0.847651775486827,0.8762886597938144,0.8762886597938144
0.854524627720504,0.8407789232531501,0.8591065292096219,0.8327605956471936,0.861397479954181,0.8602520045819015
0.8625429553264605,0.8602520045819015,0.8648339060710195,0.847651775486827,0.8717067583046965,0.870561282932417
0.8350515463917526,0.8339060710194731,0.8510882016036655,0.8178694158075601,0.852233676975945,0.8465063001145475
0.8774341351660939,0.8751431844215349,0.8808705612829324,0.8694158075601375,0.8785796105383734,0.8820160366552119
0.86368843069874,0.8625429553264605,0.8785796105383734,0.8510882016036655,0.8625429553264605,0.8625429553264605
0.8625429553264605,0.8407789232531501,0.86368843069874,0.8339060710194731,0.868270332187858,0.8648339060710195
0.8533791523482245,0.8419243986254296,0.868270332187858,0.8361970217640321,0.86368843069874,0.8625429553264605
0.8661512027491406,0.8583161512027483,0.8734135166093921,0.8488316151202744,0.8727949599083614,0.871237113402061
